Tempo,Spostamento,Forza,Voltaggio,Delta_R_su_R0,Strain_Percentuale,DeltaR_Percentuale
0.35,0.1172,-0.0006,0.262757098909528,-0.000991242698160776,0.167428571428571,-0.0991242698160776
0.36,0.1207,-0.0033,0.262762280448249,-0.000970449637971007,0.172428571428571,-0.0970449637971007
0.37,0.124,-0.004,0.262748078765645,-0.0010274396354995,0.177142857142857,-0.10274396354995
0.38,0.1271,-0.0036,0.262746787190988,-0.00103262258443704,0.181571428571429,-0.103262258443704
0.39,0.1305,-0.0058,0.262726078547546,-0.00111572373736342,0.186428571428571,-0.111572373736342
0.4,0.1339,-0.0074,0.262726509241075,-0.00111399542639547,0.191285714285714,-0.111399542639547
0.41,0.1373,-0.0055,0.262703854649017,-0.00120490460806101,0.196142857142857,-0.120490460806101
0.42,0.1406,-0.0017,0.262701133466312,-0.00121582421178447,0.200857142857143,-0.121582421178447
0.43,0.1439,0.0011,0.262686178037124,-0.00127583736362659,0.205571428571429,-0.127583736362659
0.44,0.1473,0.0019,0.262684118770273,-0.00128410076073713,0.210428571428571,-0.128410076073713
0.45,0.1505,0.004,0.26264473061394,-0.00144215561868647,0.215,-0.144215561868647
0.46,0.1539,0.0054,0.262640919845172,-0.00145744714487235,0.219857142857143,-0.145744714487235
0.47,0.1572,0.0031,0.26263200057828,-0.0014932375181644,0.224571428571429,-0.14932375181644
0.48,0.1606,-0.0004,0.262620527717794,-0.00153927450719027,0.229428571428571,-0.153927450719027
0.49,0.1639,-0.0036,0.262626844621536,-0.00151392678225934,0.234142857142857,-0.151392678225934
0.5,0.1672,-0.0043,0.262611390563521,-0.00157593888060031,0.238857142857143,-0.157593888060031
0.51,0.1705,-0.0064,0.262605338846393,-0.00160022233894105,0.243571428571429,-0.160022233894105
0.52,0.1738,-0.0095,0.262602704569769,-0.0016107927651579,0.248285714285714,-0.16107927651579
0.53,0.1772,-0.01,0.262582974547685,-0.00168996203547007,0.253142857142857,-0.168996203547007
0.54,0.1806,-0.0061,0.262589225582833,-0.00166487901826952,0.258,-0.166487901826952
0.55,0.184,-0.0021,0.262583312138224,-0.00168860741523094,0.262857142857143,-0.168860741523094
0.56,0.1874,0.0005,0.26257944893995,-0.00170410892392493,0.267714285714286,-0.170410892392493
0.57,0.1907,0.0017,0.262566848946266,-0.00175466761105477,0.272428571428571,-0.175466761105477
0.58,0.1938,0.0028,0.262564700323854,-0.00176328913840212,0.276857142857143,-0.176328913840212
0.59,0.1972,0.0032,0.262556329359118,-0.00179687826077,0.281714285714286,-0.179687826077
0.6,0.2005,0.0032,0.262545291998167,-0.00184116631602842,0.286428571428571,-0.184116631602842
0.61,0.2039,0.0037,0.262544769462923,-0.00184326301409094,0.291285714285714,-0.184326301409094
0.62,0.2072,0.0031,0.262545214498302,-0.0018414772880352,0.296,-0.18414772880352
0.63,0.2106,-0.0014,0.262526289236464,-0.00191741552339153,0.300857142857143,-0.191741552339153
0.64,0.2138,-0.0058,0.262522610124611,-0.00193217801022334,0.305428571428571,-0.193217801022334
0.65,0.2171,-0.0091,0.262510356542858,-0.00198134550993097,0.310142857142857,-0.198134550993097
0.66,0.2203,-0.0092,0.262495463816785,-0.00204110223443666,0.314714285714286,-0.204110223443666
0.67,0.2237,-0.0086,0.262480411383143,-0.00210149940016498,0.319571428571429,-0.210149940016498
0.68,0.227,-0.0082,0.262462717018393,-0.00217249669659508,0.324285714285714,-0.217249669659508
0.69,0.2303,-0.0078,0.262443440121934,-0.00224984317786506,0.329,-0.224984317786506
0.7,0.2336,-0.0035,0.262417802204365,-0.00235271159941701,0.333714285714286,-0.235271159941701
0.71,0.2371,0.0014,0.262416984355884,-0.00235599307936989,0.338714285714286,-0.235599307936988
0.72,0.2404,0.0038,0.262391863258099,-0.00245678672185729,0.343428571428571,-0.245678672185729
