Tempo,Spostamento,Forza,Voltaggio,Delta_R_su_R0,Strain_Percentuale,DeltaR_Percentuale
2.03,0.3385,1.0153,0.0943256950190063,0.00200413258038368,0.677,0.200413258038368
2.04,0.3402,1.0194,0.0943216068048212,0.00195986925169245,0.6804,0.195986925169245
2.05,0.342,1.0245,0.0943174682676541,0.00191506114834101,0.684,0.191506114834101
2.06,0.3437,1.0318,0.0943132794075051,0.00186970827308717,0.6874,0.186970827308717
2.07,0.3454,1.0403,0.094309040224374,0.00182381062872206,0.6908,0.182381062872206
2.08,0.3471,1.0436,0.094304750718261,0.00177736821807029,0.6942,0.177736821807029
2.09,0.3487,1.0432,0.094300410889166,0.00173038104399029,0.6974,0.173038104399029
2.1,0.3505,1.0449,0.094296020737089,0.00168284910937384,0.701,0.168284910937384
2.11,0.3522,1.0494,0.09429158026203,0.00163477241714588,0.7044,0.163477241714588
2.12,0.3538,1.0552,0.094287089463989,0.00158615097026563,0.7076,0.158615097026563
2.13,0.3556,1.0604,0.094282548342966,0.00153698477172549,0.7112,0.153698477172549
2.14,0.3572,1.0653,0.0942779568989611,0.00148727382455073,0.7144,0.148727382455073
2.15,0.359,1.0715,0.0942733151319742,0.00143701813180137,0.718,0.143701813180137
2.16,0.3609,1.0779,0.0942686230420052,0.0013862176965695,0.7218,0.13862176965695
2.17,0.3627,1.0811,0.0942638806290543,0.00133487252198196,0.7254,0.133487252198196
2.18,0.3643,1.0828,0.0942590878931214,0.00128298261119927,0.7286,0.128298261119927
2.19,0.366,1.0854,0.0942542448342066,0.00123054796741382,0.732,0.123054796741382
2.2,0.3676,1.09,0.0942493514523097,0.00117756859385279,0.7352,0.117756859385279
2.21,0.3692,1.0951,0.0942444077474308,0.001124044493777,0.7384,0.1124044493777
2.22,0.3708,1.0997,0.09423941371957,0.00106997567048013,0.7416,0.106997567048013
2.23,0.3723,1.1038,0.0942343693687272,0.00101536212728967,0.7446,0.101536212728967
2.24,0.374,1.1088,0.0942292746949023,0.000960203867566762,0.748,0.0960203867566762
2.25,0.3755,1.1139,0.0942241296980955,0.00090450089470572,0.751,0.090450089470572
2.26,0.3772,1.1162,0.0942189343783067,0.000848253212134673,0.7544,0.0848253212134673
2.27,0.3788,1.1169,0.094213688735536,0.000791460823315081,0.7576,0.0791460823315081
2.28,0.3805,1.1202,0.0942083927697832,0.000734123731741742,0.761,0.0734123731741742
2.29,0.3821,1.126,0.0942030464810484,0.000676241940943734,0.7642,0.0676241940943734
2.3,0.3839,1.1314,0.0941976498693317,0.000617815454482682,0.7678,0.0617815454482682
2.31,0.3856,1.1348,0.094192202934633,0.000558844275954494,0.7712,0.0558844275954494
2.32,0.3872,1.1384,0.0941867056769523,0.000499328408987779,0.7744,0.0499328408987779
2.33,0.3888,1.1435,0.0941811580962896,0.00043926785724543,0.7776,0.043926785724543
2.34,0.3904,1.1511,0.0941755601926449,0.000378662624423359,0.7808,0.0378662624423359
2.35,0.3921,1.1561,0.0941699119660182,0.000317512714251129,0.7842,0.0317512714251129
2.36,0.3936,1.1582,0.0941642134164096,0.00025581813049227,0.7872,0.025581813049227
2.37,0.3952,1.1604,0.0941584645438189,0.000193578876942856,0.7904,0.0193578876942856
2.38,0.3969,1.1647,0.0941526653482463,0.000130794957433245,0.7938,0.0130794957433245
2.39,0.3986,1.1689,0.0941468158296917,6.74663758271297e-05,0.7972,0.00674663758271297
2.4,0.4002,1.1704,0.0941409159881551,3.59313602122132e-06,0.8004,0.000359313602122132
2.41,0.4019,1.172,0.0941349658236365,-6.08247580534858e-05,0.8038,-0.00608247580534858
2.42,0.4035,1.1764,0.0941289653361359,-0.00012578730243282,0.807,-0.012578730243282
2.43,0.4052,1.1845,0.0941229145256533,-0.000191294493119592,0.8104,-0.0191294493119592
2.44,0.4069,1.1904,0.0941168133921888,-0.000257346326082329,0.8138,-0.0257346326082329
2.45,0.4086,1.1937,0.0941106619357422,-0.000323942797256221,0.8172,-0.0323942797256221
2.46,0.4102,1.1976,0.0941044601563137,-0.000391083902543917,0.8204,-0.0391083902543917
2.47,0.4119,1.2034,0.0940982080539032,-0.000458769637813148,0.8238,-0.0458769637813148
2.48,0.4137,1.2073,0.0940919056285107,-0.000526999998898785,0.8274,-0.0526999998898785
2.49,0.4153,1.2086,0.0940855528801362,-0.000595774981602366,0.8306,-0.0595774981602366
2.5,0.4171,1.2096,0.0940791498087797,-0.000665094581691775,0.8342,-0.0665094581691775
2.51,0.4187,1.2154,0.0940726964144413,-0.000734958794901563,0.8374,-0.0734958794901563
2.52,0.4205,1.2242,0.0940661926971208,-0.000805367616932472,0.841,-0.0805367616932472
2.53,0.4223,1.2294,0.0940596386568184,-0.000876321043451749,0.8446,-0.0876321043451749
2.54,0.4241,1.2306,0.094053034293534,-0.000947819070093626,0.8482,-0.0947819070093626
2.55,0.4257,1.2328,0.0940463796072676,-0.00101986169245836,0.8514,-0.101986169245836
2.56,0.4275,1.2387,0.0940396745980192,-0.00109244890611289,0.855,-0.109244890611289
2.57,0.4291,1.2453,0.0940329192657888,-0.00116558070659033,0.8582,-0.116558070659033
2.58,0.4309,1.2485,0.0940261136105764,-0.00123925708939093,0.8618,-0.123925708939093
2.59,0.4324,1.2499,0.0940192576323821,-0.00131347804998115,0.8648,-0.131347804998115
2.6,0.4341,1.2541,0.0940123513312057,-0.00138824358379378,0.8682,-0.138824358379378
2.61,0.4357,1.2608,0.0940053947070474,-0.00146355368622861,0.8714,-0.146355368622861
2.62,0.4373,1.2658,0.0939983877599071,-0.00153940835265096,0.8746,-0.153940835265096
2.63,0.4388,1.2675,0.0939913304897848,-0.00161580757839396,0.8776,-0.161580757839396
2.64,0.4403,1.2682,0.0939842228966805,-0.00169275135875643,0.8806,-0.169275135875643
2.65,0.442,1.2721,0.0939770649805942,-0.00177023968900369,0.884,-0.177023968900369
2.66,0.4435,1.2784,0.0939698567415259,-0.0018482725643676,0.887,-0.18482725643676
2.67,0.4452,1.2827,0.0939625981794757,-0.00192684998004697,0.8904,-0.192684998004697
2.68,0.447,1.2861,0.0939552892944435,-0.0020059719312073,0.894,-0.20059719312073
2.69,0.4486,1.2886,0.0939479300864292,-0.00208563841297946,0.8972,-0.208563841297946
2.7,0.4503,1.2929,0.093940520555433,-0.00216584942046149,0.9006,-0.216584942046149
2.71,0.452,1.2953,0.0939330607014548,-0.00224660494871855,0.904,-0.224660494871855
2.72,0.4537,1.2958,0.0939255505244947,-0.00232790499278152,0.9074,-0.232790499278152
2.73,0.4552,1.2976,0.0939179900245525,-0.00240974954764796,0.9104,-0.240974954764796
2.74,0.457,1.3027,0.0939103792016283,-0.00249213860828175,0.914,-0.249213860828175
2.75,0.4585,1.31,0.0939027180557222,-0.00257507216961395,0.917,-0.257507216961395
2.76,0.4602,1.3152,0.0938950065868341,-0.00265855022654161,0.9204,-0.265855022654161
2.77,0.4617,1.3183,0.0938872447949639,-0.00274257277392879,0.9234,-0.274257277392879
2.78,0.4634,1.3209,0.0938794326801118,-0.00282713980660541,0.9268,-0.282713980660541
2.79,0.4649,1.324,0.0938715702422777,-0.00291225131936806,0.9298,-0.291225131936806
2.8,0.4667,1.326,0.0938636574814617,-0.00299790730698016,0.9334,-0.299790730698016
2.81,0.4683,1.3269,0.0938556943976636,-0.00308410776417195,0.9366,-0.308410776417195
2.82,0.4701,1.3296,0.0938476809908835,-0.00317085268563906,0.9402,-0.317085268563906
2.83,0.4717,1.3348,0.0938396172611215,-0.00325814206604505,0.9434,-0.325814206604505
2.84,0.4736,1.3403,0.0938315032083775,-0.00334597590001859,0.9472,-0.334597590001859
2.85,0.4754,1.3449,0.0938233388326515,-0.00343435418215625,0.9508,-0.343435418215625
2.86,0.4772,1.3506,0.0938151241339435,-0.00352327690702018,0.9544,-0.352327690702018
2.87,0.479,1.3569,0.0938068591122535,-0.00361274406913949,0.958,-0.361274406913949
2.88,0.4807,1.3619,0.0937985437675815,-0.00370275566300965,0.9614,-0.370275566300965
2.89,0.4825,1.3648,0.0937901780999276,-0.00379331168309233,0.965,-0.379331168309233
2.9,0.4841,1.3655,0.0937817621092916,-0.00388441212381664,0.9682,-0.388441212381664
2.91,0.4858,1.3681,0.0937732957956737,-0.00397605697957758,0.9716,-0.397605697957758
2.92,0.4873,1.3735,0.0937647791590738,-0.0040682462447368,0.9746,-0.40682462447368
2.93,0.4891,1.3798,0.0937562121994919,-0.00416097991362199,0.9782,-0.416097991362199
2.94,0.4908,1.3847,0.093747594916928,-0.00425425798052877,0.9816,-0.425425798052877
2.95,0.4924,1.3879,0.0937389273113821,-0.00434808043971753,0.9848,-0.434808043971753
2.96,0.4941,1.3927,0.0937302093828542,-0.00444244728541674,0.9882,-0.444244728541674
2.97,0.4958,1.3973,0.0937214411313444,-0.00453735851182013,0.9916,-0.453735851182013
2.98,0.4975,1.3989,0.0937126225568525,-0.00463281411308886,0.995,-0.463281411308886
2.99,0.499,1.3982,0.0937037536593787,-0.00472881408335046,0.998,-0.472881408335046
3,0.5007,1.4008,0.0936948344389228,-0.00482535841669942,1.0014,-0.482535841669942
3.01,0.5023,1.4082,0.0936915997570172,-0.00486037150288998,1.0046,-0.486037150288998
3.02,0.504,1.414,0.0936930204142585,-0.00484499392404384,1.008,-0.484499392404384
